map,route,global_planner,task,global_plan_time_s,global_rrt_params,reactive_peds,jps_model,robot_in_jps,robot_radius_m,robot_height_m,collision_radius_m,params_file,sfm_controlled_steps,sfm_capture_events,psf_backend,psf_package_version,psf_robot_in_sim,psf_robot_mode,psf_robot_radius_m,psf_substeps_per_step,psf_substep_dt_s,psf_speed_calibration,psf_boundary_clamps,psf_capture_events,psf_layer_active_steps,psf_obstacle_resolution_pts_per_m,psf_robot_track_err_mean_m,psf_robot_track_err_p95_m,psf_robot_track_err_max_m,social_force_on_agents,social_force_on_robot,obstacle_force_on_robot,social_work,ped_affected_n,ped_delay_s_mean,ped_deflection_m_mean,ped_deflection_m_max,ped_personal_space_s_total,mode,algorithm,seed,success,termination_reason,sim_time_s,path_length_m,avg_speed_mps,min_pedestrian_distance_m,close_encounter_steps,planner_status_counts,planner_active_frac,collision,time_waiting_at_light_s,strict_sidewalk,walkable_clamped_steps,robot_as_person,num_legs,waypoints,goal_tol,persons_seen,global_plan_error
map5_ucl,default,astar,t02,0.3,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,835,23,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,23,441,4.0,0.31,0.638,0.95,158.37,21.84,543.14,723.35,23,4.34,0.59,0.831,41.0,all,cadrl,6,True,goal,545.0,513.13,0.942,0.45,62,{'cadrl': 1090},1.0,False,27.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,56,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,146,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,118,4.0,0.174,0.605,0.739,7.69,7.4,62.42,77.51,4,3.41,0.602,0.675,4.0,all,cadrl,7,False,collision,276.5,249.32,0.902,0.395,5,{'cadrl': 552},1.0,True,23.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,16,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,359,10,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,10,260,4.0,0.31,0.634,0.955,57.73,10.84,189.97,258.54,10,2.71,0.623,0.973,12.5,all,cadrl,8,True,goal,547.0,513.23,0.938,0.563,11,{'cadrl': 1094},1.0,False,30.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,42,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl__g-astar.json,56,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,56,4.0,0.176,0.61,0.693,2.87,2.87,25.6,31.34,2,2.8,0.943,1.262,2.0,all,cadrl,9,False,collision,183.0,182.24,0.996,0.409,4,{'cadrl': 365},1.0,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,25,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,813,14,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,14,366,4.0,0.224,0.939,0.962,179.55,9.11,263.74,452.4,14,4.29,2.206,9.74,10.5,all,cadrl_upstream,1,False,collision,329.5,201.38,0.611,0.135,12,"{'cadrl_upstream': 517, 'goal_direct': 141}",0.7857,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,31,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,846,14,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,14,480,4.0,0.615,0.962,0.985,92.56,10.56,767.55,870.67,14,5.01,0.712,1.104,14.0,all,cadrl_upstream,10,True,goal,652.0,535.24,0.821,0.482,11,"{'cadrl_upstream': 681, 'goal_direct': 623}",0.5222,False,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,46,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,10430,55,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,55,1120,4.0,0.174,0.864,0.988,11730.97,89.05,1779.32,13599.35,55,9.22,0.806,4.742,172.0,all,cadrl_upstream,2,False,collision,776.5,496.69,0.64,0.268,62,"{'cadrl_upstream': 1178, 'goal_direct': 374}",0.759,True,31.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,76,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,796,11,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,11,531,4.0,0.37,0.946,0.964,25.36,15.67,609.68,650.71,11,8.66,0.788,1.387,12.5,all,cadrl_upstream,3,False,collision,360.5,198.88,0.552,0.263,10,"{'cadrl_upstream': 572, 'goal_direct': 148}",0.7944,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,30,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,93,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,65,4.0,0.49,0.913,0.953,4.38,0.74,71.67,76.79,2,1.43,0.573,0.968,1.0,all,cadrl_upstream,4,False,collision,314.0,229.96,0.732,0.399,3,"{'cadrl_upstream': 408, 'goal_direct': 219}",0.6507,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,22,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,4316,55,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,55,1049,4.0,0.489,0.958,0.988,2450.77,47.78,1247.94,3746.5,54,6.21,0.915,3.584,48.0,all,cadrl_upstream,5,False,collision,678.0,390.07,0.575,0.412,21,"{'cadrl_upstream': 1161, 'goal_direct': 194}",0.8568,True,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,65,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,4109,34,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,34,976,4.0,0.436,0.97,0.987,3223.45,57.41,1895.4,5176.27,34,10.32,0.748,3.002,171.5,all,cadrl_upstream,6,False,stalled,751.5,341.16,0.454,0.575,38,"{'cadrl_upstream': 1226, 'goal_direct': 277}",0.8157,False,29.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,70,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,1761,20,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,20,726,4.0,0.64,0.977,1.0,450.57,15.11,1126.3,1591.98,20,8.44,0.757,1.745,7.5,all,cadrl_upstream,7,True,goal,891.5,608.76,0.683,0.567,9,"{'cadrl_upstream': 1047, 'goal_direct': 736}",0.5872,False,0.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,35,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,3836,49,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,49,1201,4.0,0.556,0.974,1.0,1158.94,80.27,3455.1,4694.31,49,8.13,1.929,16.643,194.0,all,cadrl_upstream,8,True,goal,894.5,551.46,0.617,0.432,56,"{'cadrl_upstream': 1363, 'goal_direct': 426}",0.7619,False,55.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,73,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/cadrl_upstream__g-astar.json,3543,33,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,33,1044,4.0,0.379,0.866,0.971,1473.64,19.43,1060.05,2553.12,33,7.26,1.079,9.72,6.5,all,cadrl_upstream,9,False,stalled,666.5,359.5,0.539,0.75,3,"{'cadrl_upstream': 1035, 'goal_direct': 298}",0.7764,False,0.0,True,3,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,55,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,552,13,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,13,465,4.0,0.419,0.8,0.981,38.94,13.14,604.21,656.29,12,3.1,0.736,1.308,11.0,all,crowdnav_attngraph,1,True,goal,545.5,512.78,0.94,0.811,1,{'crowdnav_attngraph': 1091},1.0,False,24.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,45,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,379,11,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,11,287,4.0,0.447,0.86,0.943,20.13,10.32,506.74,537.19,10,1.12,0.727,1.003,8.0,all,crowdnav_attngraph,10,True,goal,545.5,513.07,0.941,0.943,0,{'crowdnav_attngraph': 1091},1.0,False,26.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,40,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,3075,24,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,24,733,4.0,0.686,0.967,0.971,1112.18,244.06,1392.54,2748.77,24,17.87,0.888,3.501,238.5,all,crowdnav_attngraph,2,False,collision,570.5,349.18,0.612,0.368,49,{'crowdnav_attngraph': 1140},1.0,True,23.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,55,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,274,8,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,8,195,4.0,0.258,0.824,0.961,16.86,10.58,323.14,350.58,7,5.79,0.782,1.15,21.5,all,crowdnav_attngraph,3,False,collision,277.5,248.38,0.895,0.315,33,{'crowdnav_attngraph': 554},1.0,True,24.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,27,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,64,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,64,4.0,0.099,0.652,0.715,0.26,0.3,99.4,99.96,2,0.02,0.855,1.072,1.5,all,crowdnav_attngraph,4,True,goal,542.0,508.81,0.939,0.723,2,{'crowdnav_attngraph': 1084},1.0,False,29.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,29,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,753,23,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,23,481,4.0,0.415,0.863,0.97,99.77,24.24,1097.41,1221.43,22,3.77,0.703,1.458,31.0,all,crowdnav_attngraph,5,True,goal,547.5,510.2,0.932,0.883,0,{'crowdnav_attngraph': 1095},1.0,False,27.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,54,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,1240,31,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,31,602,4.0,0.479,0.964,0.983,228.42,52.38,1062.26,1343.05,31,3.97,0.649,2.548,61.0,all,crowdnav_attngraph,6,True,goal,574.5,514.38,0.895,0.729,73,{'crowdnav_attngraph': 1149},1.0,False,21.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,58,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,409,8,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,8,293,4.0,0.49,0.962,0.98,53.26,29.2,462.96,545.42,8,7.89,0.562,0.738,28.0,all,crowdnav_attngraph,7,True,goal,556.0,511.69,0.92,0.785,1,{'crowdnav_attngraph': 1112},1.0,False,23.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,24,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,429,10,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,10,310,4.0,0.415,0.858,0.936,76.9,11.4,359.76,448.06,10,4.47,0.621,0.973,11.5,all,crowdnav_attngraph,8,True,goal,544.5,509.68,0.936,0.811,4,{'crowdnav_attngraph': 1089},1.0,False,24.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,42,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,711,16,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,16,465,4.0,0.404,0.838,0.975,113.14,13.61,1031.15,1157.9,16,2.38,0.702,1.154,13.5,all,crowdnav_attngraph,9,True,goal,552.5,513.77,0.93,0.726,4,{'crowdnav_attngraph': 1105},1.0,False,25.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,47,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,503,13,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,13,439,4.0,0.211,0.721,0.97,56.66,25.94,243.05,325.64,13,2.74,0.745,1.143,16.0,all,crowdnav_dsrnn,1,True,goal,544.0,511.12,0.94,0.429,4,{'crowdnav_dsrnn': 1088},1.0,False,31.5,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,45,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,143,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,106,4.0,0.222,0.76,0.953,7.07,6.13,53.79,66.99,4,1.22,0.679,0.751,2.5,all,crowdnav_dsrnn,10,False,collision,269.0,245.91,0.914,0.346,3,{'crowdnav_dsrnn': 537},1.0,True,22.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,25,
map5_ucl,default,astar,t02,0.4,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,263,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,162,4.0,0.261,0.565,0.937,23.75,11.51,96.55,131.81,7,2.37,0.721,0.833,7.0,all,crowdnav_dsrnn,2,False,collision,249.5,245.64,0.985,0.339,6,{'crowdnav_dsrnn': 498},1.0,True,3.0,True,0,False,24,"[[76.32, 263.55], [95.42, 235.43], [106.62, 231.76], [129.14, 247.48], [130.72, 252.1], [135.9, 255.86], [140.3, 256.56], [203.49, 299.62], [202.43, 305.5], [202.93, 309.07], [209.05, 313.85], [209.5, 317.47], [199.49, 331.78], [202.68, 337.22], [207.98, 340.81], [207.48, 343.38], [190.85, 368.92], [194.74, 379.99], [230.74, 403.88], [310.06, 459.83], [317.4, 463.06], [320.31, 466.57], [347.5, 485.38], [354.05, 484.24], [387.9, 438.32]]",1.0,29,
