map,route,global_planner,task,global_plan_time_s,global_rrt_params,reactive_peds,jps_model,robot_in_jps,robot_radius_m,robot_height_m,collision_radius_m,params_file,sfm_controlled_steps,sfm_capture_events,psf_backend,psf_package_version,psf_robot_in_sim,psf_robot_mode,psf_robot_radius_m,psf_substeps_per_step,psf_substep_dt_s,psf_speed_calibration,psf_boundary_clamps,psf_capture_events,psf_layer_active_steps,psf_obstacle_resolution_pts_per_m,psf_robot_track_err_mean_m,psf_robot_track_err_p95_m,psf_robot_track_err_max_m,social_force_on_agents,social_force_on_robot,obstacle_force_on_robot,social_work,ped_affected_n,ped_delay_s_mean,ped_deflection_m_mean,ped_deflection_m_max,ped_personal_space_s_total,mode,algorithm,seed,success,termination_reason,sim_time_s,path_length_m,avg_speed_mps,min_pedestrian_distance_m,close_encounter_steps,planner_status_counts,planner_active_frac,collision,time_waiting_at_light_s,strict_sidewalk,walkable_clamped_steps,robot_as_person,num_legs,waypoints,goal_tol,persons_seen,global_plan_error
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,423,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,205,4.0,0.235,0.865,0.984,84.14,44.06,202.61,330.81,3,0.15,0.63,0.642,81.5,all,crowdnav_attngraph,7,True,goal,115.5,103.52,0.896,0.818,1,{'crowdnav_attngraph': 231},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,26,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,2157,40,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,40,653,4.0,0.812,0.994,0.999,208.46,31.33,2481.79,2721.58,40,0.37,0.635,0.691,18.5,all,crowdnav_attngraph,8,True,goal,332.5,127.47,0.383,0.805,8,{'crowdnav_attngraph': 665},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,79,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_attngraph__g-astar.json,34546,589,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,589,5946,4.0,0.965,0.996,1.0,7637.8,562.7,26152.87,34353.37,589,0.98,1.392,26.463,420.5,all,crowdnav_attngraph,9,False,max_time,3000.0,309.44,0.103,0.606,253,{'crowdnav_attngraph': 6000},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,618,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,187,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,184,4.0,0.289,0.645,0.945,0.21,0.65,139.63,140.49,2,0.09,0.633,0.642,1.0,all,crowdnav_dsrnn,1,True,goal,99.5,99.45,0.999,0.923,0,{'crowdnav_dsrnn': 199},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,25,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,683,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,190,4.0,0.374,0.766,0.993,54.6,2.82,209.61,267.03,4,0.14,0.632,0.637,0.5,all,crowdnav_dsrnn,10,True,goal,99.5,99.17,0.997,1.035,0,{'crowdnav_dsrnn': 199},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,32,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,524,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,191,4.0,0.383,0.653,0.945,3.25,2.92,155.23,161.41,3,0.26,0.631,0.636,1.5,all,crowdnav_dsrnn,2,True,goal,98.5,98.14,0.996,1.043,0,{'crowdnav_dsrnn': 197},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,34,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,151,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,72,4.0,0.208,0.371,0.435,0.28,3.84,55.17,59.28,3,0.18,0.639,0.641,3.0,all,crowdnav_dsrnn,3,False,collision,49.5,49.0,0.99,0.297,4,{'crowdnav_dsrnn': 98},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,15,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,43,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,19,4.0,0.523,0.958,0.958,2.96,4.09,42.81,49.85,3,0.21,0.647,0.668,2.5,all,crowdnav_dsrnn,4,False,collision,13.0,11.98,0.922,0.233,2,{'crowdnav_dsrnn': 25},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,11,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,169,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,82,4.0,0.341,0.734,0.951,2.34,2.66,83.36,88.36,3,0.4,0.643,0.643,3.0,all,crowdnav_dsrnn,5,False,collision,56.5,55.4,0.981,0.414,3,{'crowdnav_dsrnn': 112},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,16,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,11,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,11,4.0,0.128,0.632,0.632,0.0,0.0,2.24,2.24,1,0.0,0.623,0.623,0.0,all,crowdnav_dsrnn,6,False,collision,11.5,11.0,0.957,0.4,2,{'crowdnav_dsrnn': 22},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,12,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,338,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,179,4.0,0.43,0.857,0.875,4.38,1.57,345.66,351.61,2,0.11,0.617,0.619,29.5,all,crowdnav_dsrnn,7,True,goal,102.5,99.53,0.971,1.049,0,{'crowdnav_dsrnn': 205},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,21,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,930,6,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,6,195,4.0,0.414,0.896,0.993,79.91,8.06,204.08,292.04,6,0.44,6.283,34.431,8.0,all,crowdnav_dsrnn,8,True,goal,103.5,101.21,0.978,0.544,7,{'crowdnav_dsrnn': 207},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,34,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/crowdnav_dsrnn__g-astar.json,8,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,8,4.0,0.606,0.973,0.973,0.37,0.37,17.89,18.64,1,0.21,0.601,0.601,1.5,all,crowdnav_dsrnn,9,False,collision,15.0,14.24,0.949,0.16,4,{'crowdnav_dsrnn': 29},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,17,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,2,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,2,4.0,0.129,0.201,0.201,0.43,0.43,2.49,3.35,1,0.21,0.544,0.544,1.0,all,dijkstra,1,False,collision,9.0,8.5,0.944,0.29,2,{'path_found': 17},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,6,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,9,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,9,4.0,0.17,0.222,0.222,1.21,3.59,1.74,6.54,1,0.56,0.616,0.616,1.0,all,dijkstra,10,False,collision,9.5,6.55,0.689,0.086,1,"{'no_path': 7, 'path_found': 11}",0.6111,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,15,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,521,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,190,4.0,0.57,0.614,0.943,2.07,3.35,500.41,505.83,3,0.33,0.641,0.648,2.5,all,dijkstra,2,True,goal,98.0,98.0,1.0,0.471,3,{'path_found': 196},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,34,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,386,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,170,4.0,0.582,0.615,0.633,36.08,36.55,484.53,557.15,3,6.55,0.639,0.641,45.5,all,dijkstra,3,True,goal,98.0,98.0,1.0,0.525,4,{'path_found': 196},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,26,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,14,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,9,4.0,0.298,0.546,0.546,0.9,2.3,2.86,6.07,2,0.4,0.639,0.639,2.0,all,dijkstra,4,False,collision,8.0,7.5,0.938,0.32,2,{'path_found': 15},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,9,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,154,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,71,4.0,0.554,0.615,0.633,28.6,29.11,220.7,278.41,3,5.89,0.644,0.647,24.0,all,dijkstra,5,False,collision,51.0,50.5,0.99,0.266,4,{'path_found': 101},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,16,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,245,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,185,4.0,0.569,0.615,0.925,0.0,0.0,506.07,506.07,2,0.05,0.632,0.64,0.0,all,dijkstra,6,True,goal,98.0,98.0,1.0,0.604,2,{'path_found': 196},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,27,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,328,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,174,4.0,0.529,0.623,0.644,3.3,3.3,419.63,426.24,2,0.84,0.617,0.617,9.0,all,dijkstra,7,True,goal,100.0,98.25,0.983,0.549,3,"{'no_path': 5, 'path_found': 195}",0.975,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,21,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,8,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,8,4.0,0.309,0.53,0.53,2.38,2.38,3.8,8.57,1,0.59,0.663,0.663,1.0,all,dijkstra,8,False,collision,10.5,10.0,0.952,0.325,4,{'path_found': 20},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,18,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dijkstra__g-astar.json,0,0,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,0,0,4.0,,,,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,all,dijkstra,9,False,collision,10.5,10.0,0.952,0.316,1,{'path_found': 20},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,16,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,250,9,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,9,111,4.0,0.469,0.682,0.853,0.81,0.77,550.93,552.52,9,0.05,0.626,0.672,5.0,all,dwa,1,False,stalled,83.5,22.79,0.273,0.705,55,{'dwa': 167},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,23,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,707,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,196,4.0,0.304,0.672,0.958,60.83,2.17,243.98,306.98,4,0.17,0.631,0.637,1.0,all,dwa,10,True,goal,102.5,98.86,0.964,0.893,0,{'dwa': 205},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,32,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,380,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,198,4.0,0.319,0.719,0.792,3.63,3.98,218.0,225.61,3,0.31,0.642,0.661,2.0,all,dwa,2,True,goal,102.0,98.27,0.963,0.78,1,{'dwa': 204},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,34,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,370,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,177,4.0,0.534,0.677,0.704,53.79,52.65,435.55,541.99,3,9.3,0.639,0.641,23.0,all,dwa,3,True,goal,101.5,98.21,0.968,0.578,18,{'dwa': 203},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,26,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,46,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,20,4.0,0.468,0.731,0.731,6.65,6.77,38.7,52.11,3,0.28,0.688,0.749,2.0,all,dwa,4,False,collision,13.5,11.12,0.824,0.263,3,{'dwa': 26},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,11,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,150,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,84,4.0,0.54,0.668,0.688,8.06,8.93,199.1,216.09,3,1.69,0.637,0.642,10.0,all,dwa,5,False,collision,57.5,53.33,0.928,0.181,7,{'dwa': 114},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,16,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,230,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,193,4.0,0.21,0.581,0.934,0.0,0.0,201.98,201.98,2,0.05,0.632,0.64,0.0,all,dwa,6,True,goal,102.0,98.74,0.968,0.777,1,{'dwa': 204},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,27,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,344,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,182,4.0,0.557,0.688,0.743,2.93,2.92,450.48,456.34,2,0.67,0.626,0.636,1.5,all,dwa,7,True,goal,104.0,98.91,0.951,0.872,0,{'dwa': 208},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,21,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,53,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,24,4.0,0.444,0.705,0.728,11.28,6.86,44.86,63.0,3,0.88,0.655,0.689,7.0,all,dwa,8,False,collision,18.5,13.4,0.724,0.19,4,{'dwa': 36},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,19,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/dwa__g-astar.json,4586,73,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,73,785,4.0,0.225,0.574,0.965,1000.19,56.94,5163.46,6220.59,73,0.52,1.662,14.6,41.0,all,dwa,9,False,collision,404.0,83.54,0.207,0.404,115,{'dwa': 807},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,109,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,206,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,203,4.0,0.419,0.869,0.994,0.0,0.3,351.51,351.82,2,0.17,0.651,0.674,1.0,all,lstm_rl,1,True,goal,109.0,106.37,0.976,0.524,10,"{'lstm_rl': 184, 'lstm_rl_no_human': 34}",0.844,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,27,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,721,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,206,4.0,0.452,0.833,0.985,70.61,1.37,408.92,480.9,4,0.11,0.63,0.637,1.0,all,lstm_rl,10,True,goal,107.5,106.34,0.989,0.845,1,"{'lstm_rl': 169, 'lstm_rl_no_human': 46}",0.786,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,34,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,270,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,205,4.0,0.534,0.798,0.998,2.42,2.24,523.13,527.8,3,0.25,0.632,0.636,1.0,all,lstm_rl,2,True,goal,105.5,101.51,0.962,0.513,3,"{'lstm_rl': 164, 'lstm_rl_no_human': 47}",0.7773,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,34,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,370,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,177,4.0,0.459,0.793,0.896,59.33,60.25,455.5,575.09,3,9.54,0.639,0.64,34.0,all,lstm_rl,3,True,goal,101.5,101.34,0.998,0.427,58,"{'lstm_rl': 180, 'lstm_rl_no_human': 23}",0.8867,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,26,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,796,10,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,10,210,4.0,0.529,0.881,0.933,74.89,3.56,539.53,617.98,10,0.09,0.638,0.655,2.0,all,lstm_rl,4,True,goal,108.0,107.42,0.995,0.507,3,"{'lstm_rl': 210, 'lstm_rl_no_human': 6}",0.9722,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,28,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,174,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,118,4.0,0.464,0.898,0.947,5.59,5.94,230.55,242.08,3,0.76,0.643,0.646,6.5,all,lstm_rl,5,True,goal,115.5,114.42,0.991,0.625,11,"{'lstm_rl': 172, 'lstm_rl_no_human': 59}",0.7446,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,32,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,247,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,195,4.0,0.47,0.848,0.933,0.01,0.01,276.51,276.54,2,0.05,0.632,0.64,0.0,all,lstm_rl,6,True,goal,103.0,102.96,1.0,0.494,1,"{'lstm_rl': 65, 'lstm_rl_no_human': 141}",0.3155,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,27,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,405,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,213,4.0,0.54,0.916,0.987,32.73,34.64,672.52,739.89,4,3.08,0.625,0.642,46.5,all,lstm_rl,7,True,goal,119.5,112.39,0.941,0.564,25,"{'lstm_rl': 217, 'lstm_rl_no_human': 22}",0.9079,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,28,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,5,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,5,4.0,0.405,0.621,0.621,1.37,1.37,7.04,9.78,1,0.39,0.632,0.632,1.0,all,lstm_rl,8,False,collision,9.0,8.49,0.943,0.408,1,{'lstm_rl': 17},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,18,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl__g-astar.json,1159,7,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,7,196,4.0,0.517,0.798,0.956,253.05,13.0,499.89,765.95,7,1.0,0.643,0.699,5.5,all,lstm_rl,9,True,goal,108.5,108.25,0.998,0.495,14,"{'lstm_rl': 212, 'lstm_rl_no_human': 5}",0.977,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,40,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl_upstream__g-astar.json,2,1,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,1,2,4.0,0.24,0.298,0.298,0.75,0.75,1.57,3.08,1,0.29,0.599,0.599,1.0,all,lstm_rl_upstream,1,False,collision,9.0,8.5,0.944,0.309,1,{'lstm_rl_upstream': 17},1.0,True,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,6,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl_upstream__g-astar.json,691,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,192,4.0,0.647,0.826,0.965,59.88,2.24,762.32,824.44,4,0.15,0.631,0.637,1.5,all,lstm_rl_upstream,10,True,goal,100.5,99.04,0.985,0.475,3,{'lstm_rl_upstream': 201},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,32,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl_upstream__g-astar.json,391,4,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,4,197,4.0,0.682,0.831,0.994,2.44,2.28,760.5,765.22,3,0.3,0.632,0.636,1.5,all,lstm_rl_upstream,2,True,goal,101.5,99.7,0.982,0.495,3,{'lstm_rl_upstream': 203},1.0,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,34,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl_upstream__g-astar.json,386,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,171,4.0,0.396,0.68,0.814,36.86,36.85,96.57,170.28,3,6.36,0.639,0.641,53.0,all,lstm_rl_upstream,3,True,goal,98.5,98.41,0.999,0.432,101,"{'goal_direct': 23, 'lstm_rl_upstream': 174}",0.8832,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,26,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl_upstream__g-astar.json,692,8,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,8,195,4.0,0.65,0.828,0.982,46.98,1.51,678.15,726.64,8,0.12,0.627,0.643,1.5,all,lstm_rl_upstream,4,True,goal,100.5,98.7,0.982,0.889,0,"{'goal_direct': 3, 'lstm_rl_upstream': 198}",0.9851,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,27,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl_upstream__g-astar.json,235,3,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,3,144,4.0,0.498,0.709,0.935,6.18,6.44,147.72,160.35,3,1.17,0.643,0.645,9.5,all,lstm_rl_upstream,5,True,goal,99.5,98.98,0.995,0.424,14,"{'goal_direct': 47, 'lstm_rl_upstream': 152}",0.7638,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,29,
map1_straight,default,astar,t01,0.0,,pysf,,True,0.25,1.0,0.42,configs/lstm_rl_upstream__g-astar.json,241,2,pysocialforce,1.1.2,True,agent,0.25,10,0.05,True,0,2,187,4.0,0.326,0.649,0.943,0.0,0.0,102.27,102.27,2,0.05,0.632,0.64,0.0,all,lstm_rl_upstream,6,True,goal,99.0,98.99,1.0,0.624,2,"{'goal_direct': 90, 'lstm_rl_upstream': 108}",0.5455,False,0.0,,0,False,3,"[[11.32, 4.2], [0.0, 4.2], [0.0, -4.2], [80.55, -4.2]]",1.0,27,
